site_code year month day hour minute second datetime time_decimal air_sample_container_id value value_unc latitude longitude altitude elevation intake_height method event_number instrument analysis_datetime qcflag
LEF 1999 1 26 16 43 0 1999-01-26T16:43:00Z 1999.0704014459666 4208-91 379.37 0.073 45.93 -90.27 868.0 472.0 396.0 N 71453 L3 1999-02-03T11:34:00 .N.
LEF 1999 2 3 17 12 0 1999-02-03T17:12:00Z 1999.0923744292238 1955-91 375.65 0.073 45.93 -90.27 868.0 472.0 396.0 N 71454 L3 1999-02-17T12:28:00 .N.
LEF 1999 2 3 17 12 0 1999-02-03T17:12:00Z 1999.0923744292238 1956-91 375.55 0.073 45.93 -90.27 868.0 472.0 396.0 N 71455 L3 1999-02-17T12:42:00 .N.
LEF 1999 2 9 16 20 0 1999-02-09T16:20:00Z 1999.1087138508371 4029-91 374.61 0.073 45.93 -90.27 868.0 472.0 396.0 N 71456 L3 1999-02-17T13:50:00 .N.
LEF 1999 2 9 16 20 0 1999-02-09T16:20:00Z 1999.1087138508371 4030-91 374.59 0.073 45.93 -90.27 868.0 472.0 396.0 N 71457 L3 1999-02-17T14:04:00 .N.
LEF 1999 2 17 15 42 0 1999-02-17T15:42:00Z 1999.1305593607306 1941-91 373.9 0.073 45.93 -90.27 868.0 472.0 396.0 N 71458 L3 1999-03-01T15:22:00 .N.
LEF 1999 2 17 15 42 0 1999-02-17T15:42:00Z 1999.1305593607306 1942-91 373.89 0.073 45.93 -90.27 868.0 472.0 396.0 N 71459 L3 1999-03-01T15:36:00 .N.
LEF 1999 2 23 15 27 0 1999-02-23T15:27:00Z 1999.1469691780821 1019-91 375.84 0.073 45.93 -90.27 868.0 472.0 396.0 N 71460 L3 1999-03-01T14:55:00 .N.
LEF 1999 2 23 15 27 0 1999-02-23T15:27:00Z 1999.1469691780821 1020-91 375.86 0.073 45.93 -90.27 868.0 472.0 396.0 N 71461 L3 1999-03-01T15:08:00 .N.
LEF 1999 3 3 16 28 0 1999-03-03T16:28:00Z 1999.16900304414 553-91 382.11 0.073 45.93 -90.27 868.0 472.0 396.0 N 71462 L3 1999-03-26T10:26:00 +N.
LEF 1999 3 3 16 28 0 1999-03-03T16:28:00Z 1999.16900304414 554-91 376.31 0.073 45.93 -90.27 868.0 472.0 396.0 N 71463 L3 1999-03-26T10:39:00 -N.
LEF 1999 3 10 16 14 0 1999-03-10T16:14:00Z 1999.1881544901066 1025-91 375.15 0.073 45.93 -90.27 868.0 472.0 396.0 N 71464 L3 1999-03-25T16:04:00 .N.
LEF 1999 3 10 16 14 0 1999-03-10T16:14:00Z 1999.1881544901066 1026-91 375.15 0.073 45.93 -90.27 868.0 472.0 396.0 N 71465 L3 1999-03-25T16:18:00 .N.
LEF 1999 3 17 15 48 0 1999-03-17T15:48:00Z 1999.2072831050227 121-98 383.94 0.073 45.93 -90.27 868.0 472.0 396.0 N 71466 L3 1999-04-02T11:44:00 .N.
LEF 1999 3 17 15 48 0 1999-03-17T15:48:00Z 1999.2072831050227 122-98 383.86 0.073 45.93 -90.27 868.0 472.0 396.0 N 71467 L3 1999-04-02T11:58:00 .N.
LEF 1999 3 24 16 16 0 1999-03-24T16:16:00Z 1999.2265144596652 4735-91 374.49 0.073 45.93 -90.27 868.0 472.0 396.0 N 71468 L3 1999-04-02T11:17:00 .N.
LEF 1999 3 24 16 16 0 1999-03-24T16:16:00Z 1999.2265144596652 4736-91 374.55 0.073 45.93 -90.27 868.0 472.0 396.0 N 71469 L3 1999-04-02T11:30:00 .N.
LEF 1999 3 30 17 50 0 1999-03-30T17:50:00Z 1999.2431316590564 173-98 374.45 0.073 45.93 -90.27 868.0 472.0 396.0 N 71470 L3 1999-04-19T12:55:00 .N.
LEF 1999 3 30 17 50 0 1999-03-30T17:50:00Z 1999.2431316590564 174-98 374.54 0.073 45.93 -90.27 868.0 472.0 396.0 N 71471 L3 1999-04-19T13:08:00 .N.
LEF 1999 4 7 15 30 0 1999-04-07T15:30:00Z 1999.2647831050228 69-98 379.54 0.073 45.93 -90.27 868.0 472.0 396.0 N 71472 L3 1999-04-19T12:00:00 -N.
LEF 1999 4 7 15 30 0 1999-04-07T15:30:00Z 1999.2647831050228 70-98 381.98 0.073 45.93 -90.27 868.0 472.0 396.0 N 71473 L3 1999-04-19T12:14:00 +N.
LEF 1999 4 14 15 11 0 1999-04-14T15:11:00Z 1999.2839250380518 1657-91 377.82 0.073 45.93 -90.27 868.0 472.0 396.0 N 71474 L3 1999-04-29T13:37:00 .N.
LEF 1999 4 14 15 11 0 1999-04-14T15:11:00Z 1999.2839250380518 1658-91 377.54 0.073 45.93 -90.27 868.0 472.0 396.0 N 71475 L3 1999-04-29T13:50:00 .N.
LEF 1999 4 23 15 1 0 1999-04-23T15:01:00Z 1999.308563546423 4621-91 374.06 0.073 45.93 -90.27 868.0 472.0 396.0 N 71476 L3 1999-04-29T14:04:00 .N.
LEF 1999 4 23 15 1 0 1999-04-23T15:01:00Z 1999.308563546423 4622-91 374.0 0.073 45.93 -90.27 868.0 472.0 396.0 N 71477 L3 1999-04-29T14:18:00 .N.
LEF 1999 4 28 15 12 0 1999-04-28T15:12:00Z 1999.3222831050227 4375-91 374.34 0.073 45.93 -90.27 868.0 472.0 396.0 N 71478 L3 1999-05-20T09:42:00 .N.
LEF 1999 4 28 15 12 0 1999-04-28T15:12:00Z 1999.3222831050227 4376-91 374.43 0.073 45.93 -90.27 868.0 472.0 396.0 N 71479 L3 1999-05-20T09:56:00 .N.
LEF 1999 5 5 16 45 0 1999-05-05T16:45:00Z 1999.341638127854 4743-91 378.4 0.073 45.93 -90.27 868.0 472.0 396.0 N 71480 L3 1999-05-20T10:10:00 .N.
LEF 1999 5 5 16 45 0 1999-05-05T16:45:00Z 1999.341638127854 4744-91 378.35 0.073 45.93 -90.27 868.0 472.0 396.0 N 71481 L3 1999-05-20T10:23:00 .N.
LEF 1999 5 12 15 40 0 1999-05-12T15:40:00Z 1999.360692541857 4509-91 372.17 0.073 45.93 -90.27 868.0 472.0 396.0 N 71482 L3 1999-06-02T15:12:00 .N.
LEF 1999 5 12 15 40 0 1999-05-12T15:40:00Z 1999.360692541857 4510-91 372.16 0.073 45.93 -90.27 868.0 472.0 396.0 N 71483 L3 1999-06-02T15:26:00 .N.
LEF 1999 5 19 15 40 0 1999-05-19T15:40:00Z 1999.3798706240486 69-91 371.15 0.073 45.93 -90.27 868.0 472.0 396.0 N 71484 L3 1999-06-02T14:45:00 .N.
LEF 1999 5 19 15 40 0 1999-05-19T15:40:00Z 1999.3798706240486 70-91 371.29 0.073 45.93 -90.27 868.0 472.0 396.0 N 71485 L3 1999-06-02T14:58:00 .N.
LEF 1999 5 26 15 39 0 1999-05-26T15:39:00Z 1999.399046803653 1447-91 369.6 0.073 45.93 -90.27 868.0 472.0 396.0 N 71486 L3 1999-06-10T13:08:00 .N.
LEF 1999 5 26 15 39 0 1999-05-26T15:39:00Z 1999.399046803653 1448-91 369.64 0.073 45.93 -90.27 868.0 472.0 396.0 N 71487 L3 1999-06-10T13:22:00 .N.
LEF 1999 6 2 16 57 0 1999-06-02T16:57:00Z 1999.4183732876713 2015-91 366.08 0.073 45.93 -90.27 868.0 472.0 396.0 N 71488 L3 1999-06-10T11:46:00 .N.
LEF 1999 6 2 16 57 0 1999-06-02T16:57:00Z 1999.4183732876713 2016-91 366.45 0.073 45.93 -90.27 868.0 472.0 396.0 N 71489 L3 1999-06-10T12:00:00 .N.
LEF 1999 6 9 16 6 0 1999-06-09T16:06:00Z 1999.4374543378995 2011-91 370.52 0.073 45.93 -90.27 868.0 472.0 396.0 N 71490 L3 1999-07-02T12:16:00 .N.
LEF 1999 6 9 16 6 0 1999-06-09T16:06:00Z 1999.4374543378995 2012-91 370.61 0.073 45.93 -90.27 868.0 472.0 396.0 N 71491 L3 1999-07-02T12:30:00 .N.
LEF 1999 6 16 15 39 0 1999-06-16T15:39:00Z 1999.4565810502284 185-91 368.05 0.073 45.93 -90.27 868.0 472.0 396.0 N 71492 L3 1999-07-02T09:55:00 .N.
LEF 1999 6 16 15 39 0 1999-06-16T15:39:00Z 1999.4565810502284 186-91 367.88 0.073 45.93 -90.27 868.0 472.0 396.0 N 71493 L3 1999-07-02T10:09:00 .N.
LEF 1999 6 23 16 28 0 1999-06-23T16:28:00Z 1999.4758523592086 1873-91 366.22 0.073 45.93 -90.27 868.0 472.0 396.0 N 71494 L3 1999-07-12T10:04:00 .N.
LEF 1999 6 23 16 28 0 1999-06-23T16:28:00Z 1999.4758523592086 1874-91 366.6 0.073 45.93 -90.27 868.0 472.0 396.0 N 71495 L3 1999-07-12T10:17:00 .N.
LEF 1999 7 1 16 50 0 1999-07-01T16:50:00Z 1999.4978120243532 23-98 356.93 0.073 45.93 -90.27 868.0 472.0 396.0 N 71496 L3 1999-07-12T12:01:00 -N.
LEF 1999 7 1 16 50 0 1999-07-01T16:50:00Z 1999.4978120243532 24-98 357.59 0.073 45.93 -90.27 868.0 472.0 396.0 N 71497 L3 1999-07-12T12:14:00 +N.
LEF 1999 7 7 16 2 0 1999-07-07T16:02:00Z 1999.5141590563167 141-91 355.47 0.073 45.93 -90.27 868.0 472.0 396.0 N 71498 L3 1999-07-19T11:30:00 .N.
LEF 1999 7 7 16 2 0 1999-07-07T16:02:00Z 1999.5141590563167 142-91 355.54 0.073 45.93 -90.27 868.0 472.0 396.0 N 71499 L3 1999-07-19T11:44:00 .N.
LEF 1999 7 13 15 19 0 1999-07-13T15:19:00Z 1999.5305156012178 1127-91 358.36 0.073 45.93 -90.27 868.0 472.0 396.0 N 71500 L3 1999-07-19T10:06:00 .N.
LEF 1999 7 13 15 19 0 1999-07-13T15:19:00Z 1999.5305156012178 1128-91 358.23 0.073 45.93 -90.27 868.0 472.0 396.0 N 71501 L3 1999-07-19T10:20:00 .N.
LEF 1999 7 21 17 25 0 1999-07-21T17:25:00Z 1999.5526731354641 835-91 358.78 0.073 45.93 -90.27 868.0 472.0 396.0 N 71502 L3 1999-08-05T10:56:00 -N.
LEF 1999 7 21 17 25 0 1999-07-21T17:25:00Z 1999.5526731354641 836-91 359.3 0.073 45.93 -90.27 868.0 472.0 396.0 N 71503 L3 1999-08-05T11:10:00 +N.
LEF 1999 7 28 17 7 0 1999-07-28T17:07:00Z 1999.5718169710806 177-91 356.76 0.073 45.93 -90.27 868.0 472.0 396.0 N 71504 L3 1999-08-05T13:05:00 .N.
LEF 1999 7 28 17 7 0 1999-07-28T17:07:00Z 1999.5718169710806 178-91 356.79 0.073 45.93 -90.27 868.0 472.0 396.0 N 71505 L3 1999-08-05T13:18:00 .N.
LEF 1999 8 4 18 37 0 1999-08-04T18:37:00Z 1999.5911662861492 53-91 352.38 0.073 45.93 -90.27 868.0 472.0 396.0 N 71506 L3 1999-08-18T15:12:00 ...
LEF 1999 8 4 18 37 0 1999-08-04T18:37:00Z 1999.5911662861492 54-91 352.5 0.073 45.93 -90.27 868.0 472.0 396.0 N 71507 L3 1999-08-18T15:26:00 ...
LEF 1999 8 12 14 34 0 1999-08-12T14:34:00Z 1999.6126217656013 4847-91 354.12 0.073 45.93 -90.27 868.0 472.0 396.0 N 71508 L3 1999-08-18T14:45:00 +N.
LEF 1999 8 12 14 34 0 1999-08-12T14:34:00Z 1999.6126217656013 4848-91 353.03 0.073 45.93 -90.27 868.0 472.0 396.0 N 71509 L3 1999-08-18T14:58:00 -N.
LEF 1999 8 17 17 10 0 1999-08-17T17:10:00Z 1999.6266171993911 387-91 390.49 0.073 45.93 -90.27 868.0 472.0 396.0 N 71510 L3 1999-08-31T10:20:00 -N.
LEF 1999 8 17 17 10 0 1999-08-17T17:10:00Z 1999.6266171993911 388-91 404.71 0.073 45.93 -90.27 868.0 472.0 396.0 N 71511 L3 1999-08-31T10:34:00 +N.
LEF 1999 8 25 17 4 0 1999-08-25T17:04:00Z 1999.6485235920852 643-91 352.83 0.073 45.93 -90.27 868.0 472.0 396.0 N 71512 L3 1999-08-31T11:48:00 -N.
LEF 1999 8 25 17 4 0 1999-08-25T17:04:00Z 1999.6485235920852 644-91 389.38 0.073 45.93 -90.27 868.0 472.0 396.0 N 71513 L3 1999-08-31T12:02:00 +N.
LEF 1999 9 1 16 55 0 1999-09-01T16:55:00Z 1999.6676845509894 4577-91 357.4 0.073 45.93 -90.27 868.0 472.0 396.0 N 71514 L3 1999-09-15T12:38:00 .N.
LEF 1999 9 1 16 55 0 1999-09-01T16:55:00Z 1999.6676845509894 4578-91 357.41 0.073 45.93 -90.27 868.0 472.0 396.0 N 71515 L3 1999-09-15T12:52:00 .N.
LEF 1999 9 8 16 36 0 1999-09-08T16:36:00Z 1999.6868264840182 317-91 362.94 0.073 45.93 -90.27 868.0 472.0 396.0 N 71516 L3 1999-09-15T10:47:00 .N.
LEF 1999 9 8 16 36 0 1999-09-08T16:36:00Z 1999.6868264840182 318-91 363.17 0.073 45.93 -90.27 868.0 472.0 396.0 N 71517 L3 1999-09-15T11:01:00 .N.
LEF 1999 9 15 16 51 0 1999-09-15T16:51:00Z 1999.706033105023 851-91 358.69 0.073 45.93 -90.27 868.0 472.0 396.0 N 71518 L3 1999-09-29T14:50:00 .N.
LEF 1999 9 15 16 51 0 1999-09-15T16:51:00Z 1999.706033105023 852-91 358.46 0.073 45.93 -90.27 868.0 472.0 396.0 N 71519 L3 1999-09-29T15:03:00 .N.
LEF 1999 9 22 17 0 0 1999-09-22T17:00:00Z 1999.7252283105022 4627-91 369.47 0.073 45.93 -90.27 868.0 472.0 396.0 N 71520 L3 1999-09-29T15:17:00 .N.
LEF 1999 9 22 17 0 0 1999-09-22T17:00:00Z 1999.7252283105022 4628-91 369.45 0.073 45.93 -90.27 868.0 472.0 396.0 N 71521 L3 1999-09-29T15:31:00 .N.
LEF 1999 9 30 15 6 0 1999-09-30T15:06:00Z 1999.7469292237442 313-91 371.22 0.073 45.93 -90.27 868.0 472.0 396.0 N 71522 L3 1999-10-14T12:25:00 .N.
LEF 1999 9 30 15 6 0 1999-09-30T15:06:00Z 1999.7469292237442 314-91 371.06 0.073 45.93 -90.27 868.0 472.0 396.0 N 71523 L3 1999-10-14T12:39:00 .N.
LEF 1999 10 6 16 36 0 1999-10-06T16:36:00Z 1999.7635388127853 4241-91 378.2 0.073 45.93 -90.27 868.0 472.0 396.0 N 71524 L3 1999-10-14T13:52:00 +N.
LEF 1999 10 6 16 36 0 1999-10-06T16:36:00Z 1999.7635388127853 4242-91 377.55 0.073 45.93 -90.27 868.0 472.0 396.0 N 71525 L3 1999-10-14T14:05:00 -N.
LEF 1999 10 12 17 13 0 1999-10-12T17:13:00Z 1999.780047564688 177-98 386.45 0.073 45.93 -90.27 868.0 472.0 396.0 N 71526 L3 1999-10-28T10:31:00 -N.
LEF 1999 10 12 17 13 0 1999-10-12T17:13:00Z 1999.780047564688 178-98 389.12 0.073 45.93 -90.27 868.0 472.0 396.0 N 71527 L3 1999-10-28T10:45:00 +N.
LEF 1999 10 21 16 44 0 1999-10-21T16:44:00Z 1999.8046499238965 965-91 377.23 0.073 45.93 -90.27 868.0 472.0 396.0 N 71528 L3 1999-10-28T10:04:00 +N.
LEF 1999 10 21 16 44 0 1999-10-21T16:44:00Z 1999.8046499238965 966-91 376.62 0.073 45.93 -90.27 868.0 472.0 396.0 N 71529 L3 1999-10-28T10:17:00 -N.
LEF 1999 10 26 16 57 0 1999-10-26T16:57:00Z 1999.8183732876712 1925-91 372.25 0.073 45.93 -90.27 868.0 472.0 396.0 N 71530 L3 1999-11-11T11:56:00 .N.
LEF 1999 10 26 16 57 0 1999-10-26T16:57:00Z 1999.8183732876712 1926-91 372.3 0.073 45.93 -90.27 868.0 472.0 396.0 N 71531 L3 1999-11-11T12:10:00 .N.
LEF 1999 11 3 16 10 0 1999-11-03T16:10:00Z 1999.840201674277 1149-91 380.09 0.073 45.93 -90.27 868.0 472.0 396.0 N 71532 L3 1999-11-11T12:51:00 -N.
LEF 1999 11 3 16 10 0 1999-11-03T16:10:00Z 1999.840201674277 1150-91 380.82 0.073 45.93 -90.27 868.0 472.0 396.0 N 71533 L3 1999-11-11T13:05:00 +N.
LEF 1999 11 9 16 45 0 1999-11-09T16:45:00Z 1999.8567066210046 1081-91 375.77 0.073 45.93 -90.27 868.0 472.0 396.0 N 71534 L3 1999-12-01T13:41:00 .N.
LEF 1999 11 9 16 45 0 1999-11-09T16:45:00Z 1999.8567066210046 1082-91 375.72 0.073 45.93 -90.27 868.0 472.0 396.0 N 71535 L3 1999-12-01T13:55:00 .N.
LEF 1999 11 17 17 17 0 1999-11-17T17:17:00Z 1999.8786853120243 617-91 377.2 0.073 45.93 -90.27 868.0 472.0 396.0 N 71536 L3 1999-12-01T15:03:00 .N.
LEF 1999 11 17 17 17 0 1999-11-17T17:17:00Z 1999.8786853120243 618-91 377.4 0.073 45.93 -90.27 868.0 472.0 396.0 N 71537 L3 1999-12-01T15:17:00 .N.
LEF 1999 11 24 16 54 0 1999-11-24T16:54:00Z 1999.8978196347032 1709-91 377.4 0.073 45.93 -90.27 868.0 472.0 396.0 N 71538 L3 1999-12-14T14:13:00 .N.
LEF 1999 11 24 16 54 0 1999-11-24T16:54:00Z 1999.8978196347032 1710-91 377.39 0.073 45.93 -90.27 868.0 472.0 396.0 N 71539 L3 1999-12-14T14:26:00 .N.
LEF 1999 12 2 16 22 0 1999-12-02T16:22:00Z 1999.9196765601218 15-91 382.52 0.073 45.93 -90.27 868.0 472.0 396.0 N 71540 L3 1999-12-14T14:40:00 +N.
LEF 1999 12 2 16 22 0 1999-12-02T16:22:00Z 1999.9196765601218 16-91 381.93 0.073 45.93 -90.27 868.0 472.0 396.0 N 71541 L3 1999-12-14T14:54:00 -N.
LEF 1999 12 8 16 38 0 1999-12-08T16:38:00Z 1999.9361453576864 29-91 400.8 0.073 45.93 -90.27 868.0 472.0 396.0 N 71542 L3 1999-12-27T14:07:00 .Z.
LEF 1999 12 15 16 24 0 1999-12-15T16:24:00Z 1999.955296803653 4515-91 384.53 0.073 45.93 -90.27 868.0 472.0 396.0 N 71543 L3 1999-12-27T12:45:00 .N.
LEF 1999 12 15 16 24 0 1999-12-15T16:24:00Z 1999.955296803653 4516-91 384.32 0.073 45.93 -90.27 868.0 472.0 396.0 N 71544 L3 1999-12-27T12:59:00 .N.
LEF 1999 12 21 15 50 0 1999-12-21T15:50:00Z 1999.9716704718417 1911-91 379.23 0.073 45.93 -90.27 868.0 472.0 396.0 N 71545 L3 2000-01-11T11:49:00 .N.
LEF 1999 12 21 15 50 0 1999-12-21T15:50:00Z 1999.9716704718417 1912-91 379.11 0.073 45.93 -90.27 868.0 472.0 396.0 N 71546 L3 2000-01-11T12:03:00 .N.
LEF 1999 12 30 17 10 0 1999-12-30T17:10:00Z 1999.9964802130899 4533-91 376.86 0.073 45.93 -90.27 868.0 472.0 396.0 N 71547 L3 2000-01-11T12:16:00 .N.
LEF 1999 12 30 17 10 0 1999-12-30T17:10:00Z 1999.9964802130899 4534-91 376.8 0.073 45.93 -90.27 868.0 472.0 396.0 N 71548 L3 2000-01-11T12:30:00 .N.
LEF 2000 1 1 16 0 0 2000-01-01T16:00:00Z 2000.0018214936247 1703-91 380.06 0.073 45.93 -90.27 868.0 472.0 396.0 N 71549 L3 2000-06-22T12:20:00 .N.
LEF 2000 1 1 16 0 0 2000-01-01T16:00:00Z 2000.0018214936247 1704-91 379.61 0.073 45.93 -90.27 868.0 472.0 396.0 N 71550 L3 2000-06-22T12:33:00 .N.
LEF 2000 1 5 17 21 0 2000-01-05T17:21:00Z 2000.012904143898 1709-91 377.35 0.073 45.93 -90.27 868.0 472.0 396.0 N 71551 L3 2000-01-25T15:29:00 .N.
LEF 2000 1 5 17 21 0 2000-01-05T17:21:00Z 2000.012904143898 1710-91 377.4 0.073 45.93 -90.27 868.0 472.0 396.0 N 71552 L3 2000-01-25T15:43:00 .N.
LEF 2000 1 12 17 46 0 2000-01-12T17:46:00Z 2000.0320772616878 4077-91 378.35 0.073 45.93 -90.27 868.0 472.0 396.0 N 71553 L3 2000-01-25T15:02:00 .N.
LEF 2000 1 12 17 46 0 2000-01-12T17:46:00Z 2000.0320772616878 4078-91 378.35 0.073 45.93 -90.27 868.0 472.0 396.0 N 71554 L3 2000-01-25T15:16:00 .N.
LEF 2000 1 20 17 0 0 2000-01-20T17:00:00Z 2000.0538479052823 4207-91 382.07 0.073 45.93 -90.27 868.0 472.0 396.0 N 71555 L3 2000-02-01T12:23:00 .N.
LEF 2000 1 20 17 0 0 2000-01-20T17:00:00Z 2000.0538479052823 4208-91 381.93 0.073 45.93 -90.27 868.0 472.0 396.0 N 71556 L3 2000-02-01T12:36:00 .N.
LEF 2000 1 27 18 50 0 2000-01-27T18:50:00Z 2000.0731823011536 4199-91 377.65 0.073 45.93 -90.27 868.0 472.0 396.0 N 71557 L3 2000-02-01T13:45:00 ...
LEF 2000 1 27 18 50 0 2000-01-27T18:50:00Z 2000.0731823011536 4200-91 377.52 0.073 45.93 -90.27 868.0 472.0 396.0 N 71558 L3 2000-02-01T13:58:00 ...
LEF 2000 2 1 17 16 0 2000-02-01T17:16:00Z 2000.0866651487554 1949-91 374.12 0.073 45.93 -90.27 868.0 472.0 396.0 N 71559 L3 2000-02-23T11:46:00 .N.
LEF 2000 2 1 17 16 0 2000-02-01T17:16:00Z 2000.0866651487554 1950-91 374.07 0.073 45.93 -90.27 868.0 472.0 396.0 N 71560 L3 2000-02-23T12:00:00 .N.
LEF 2000 2 10 16 16 0 2000-02-10T16:16:00Z 2000.1111414693382 1267-91 376.0 0.073 45.93 -90.27 868.0 472.0 396.0 N 71561 L3 2000-02-23T12:24:00 .N.
LEF 2000 2 10 16 16 0 2000-02-10T16:16:00Z 2000.1111414693382 1268-91 375.93 0.073 45.93 -90.27 868.0 472.0 396.0 N 71562 L3 2000-02-23T12:38:00 .N.
LEF 2000 2 15 16 31 0 2000-02-15T16:31:00Z 2000.1248311323618 4159-91 385.3 0.073 45.93 -90.27 868.0 472.0 396.0 N 71563 L3 2000-03-01T13:18:00 +N.
LEF 2000 2 15 16 31 0 2000-02-15T16:31:00Z 2000.1248311323618 4160-91 383.04 0.073 45.93 -90.27 868.0 472.0 396.0 N 71564 L3 2000-03-01T13:32:00 -N.
LEF 2000 2 24 16 35 0 2000-02-24T16:35:00Z 2000.149428885853 1331-91 382.66 0.073 45.93 -90.27 868.0 472.0 396.0 N 71565 L3 2000-03-01T13:45:00 .N.
LEF 2000 2 24 16 35 0 2000-02-24T16:35:00Z 2000.149428885853 1332-91 383.06 0.073 45.93 -90.27 868.0 472.0 396.0 N 71566 L3 2000-03-01T13:59:00 .N.
LEF 2000 3 7 15 23 0 2000-03-07T15:23:00Z 2000.1820791590771 4275-91 379.95 0.073 45.93 -90.27 868.0 472.0 396.0 N 71567 L3 2000-03-24T13:33:00 .N.
LEF 2000 3 7 15 23 0 2000-03-07T15:23:00Z 2000.1820791590771 4276-91 380.07 0.073 45.93 -90.27 868.0 472.0 396.0 N 71568 L3 2000-03-24T13:46:00 .N.
LEF 2000 3 17 19 14 0 2000-03-17T19:14:00Z 2000.209839860352 603-91 381.1 0.073 45.93 -90.27 868.0 472.0 396.0 N 71569 L3 2000-03-24T13:07:00 ...
LEF 2000 3 17 19 14 0 2000-03-17T19:14:00Z 2000.209839860352 604-91 380.89 0.073 45.93 -90.27 868.0 472.0 396.0 N 71570 L3 2000-03-24T13:20:00 ...
LEF 2000 3 21 17 33 0 2000-03-21T17:33:00Z 2000.2205771857923 1039-91 385.7 0.073 45.93 -90.27 868.0 472.0 396.0 N 71571 L3 2000-04-05T12:22:00 .N.
LEF 2000 3 21 17 33 0 2000-03-21T17:33:00Z 2000.2205771857923 1040-91 385.84 0.073 45.93 -90.27 868.0 472.0 396.0 N 71572 L3 2000-04-05T12:35:00 .N.
LEF 2000 3 29 16 42 0 2000-03-29T16:42:00Z 2000.2423383424407 1957-91 378.83 0.073 45.93 -90.27 868.0 472.0 396.0 N 71573 L3 2000-04-05T11:54:00 .N.
LEF 2000 3 29 16 42 0 2000-03-29T16:42:00Z 2000.2423383424407 1958-91 378.75 0.073 45.93 -90.27 868.0 472.0 396.0 N 71574 L3 2000-04-05T12:07:00 .N.
LEF 2000 4 5 15 40 0 2000-04-05T15:40:00Z 2000.261346387371 1555-91 377.94 0.073 45.93 -90.27 868.0 472.0 396.0 N 71575 L3 2000-04-18T12:16:00 .N.
LEF 2000 4 5 15 40 0 2000-04-05T15:40:00Z 2000.261346387371 1556-91 377.98 0.073 45.93 -90.27 868.0 472.0 396.0 N 71576 L3 2000-04-18T12:29:00 .N.
LEF 2000 4 12 16 21 0 2000-04-12T16:21:00Z 2000.280549863388 1993-91 377.94 0.073 45.93 -90.27 868.0 472.0 396.0 N 71577 L3 2000-04-18T10:04:00 .N.
LEF 2000 4 12 16 21 0 2000-04-12T16:21:00Z 2000.280549863388 1994-91 378.0 0.073 45.93 -90.27 868.0 472.0 396.0 N 71578 L3 2000-04-18T10:17:00 .N.
LEF 2000 4 20 16 12 0 2000-04-20T16:12:00Z 2000.3023907103825 4661-91 388.96 0.073 45.93 -90.27 868.0 472.0 396.0 N 71579 L3 2000-05-11T14:18:00 +N.
LEF 2000 4 20 16 12 0 2000-04-20T16:12:00Z 2000.3023907103825 4662-91 387.92 0.073 45.93 -90.27 868.0 472.0 396.0 N 71580 L3 2000-05-11T14:31:00 -N.
LEF 2000 4 27 18 40 0 2000-04-27T18:40:00Z 2000.3217972070431 16-98 376.55 0.073 45.93 -90.27 868.0 472.0 396.0 N 71581 L3 2000-05-12T10:24:00 ...
LEF 2000 5 3 14 34 0 2000-05-03T14:34:00Z 2000.3377238919247 1313-91 381.83 0.073 45.93 -90.27 868.0 472.0 396.0 N 71582 L3 2000-05-18T13:10:00 .N.
LEF 2000 5 3 14 34 0 2000-05-03T14:34:00Z 2000.3377238919247 1314-91 381.96 0.073 45.93 -90.27 868.0 472.0 396.0 N 71583 L3 2000-05-18T13:23:00 .N.
LEF 2000 5 11 16 11 0 2000-05-11T16:11:00Z 2000.3597658621736 1141-91 388.54 0.073 45.93 -90.27 868.0 472.0 396.0 N 71584 L3 2000-05-18T12:44:00 .X.
LEF 2000 5 11 16 11 0 2000-05-11T16:11:00Z 2000.3597658621736 1142-91 388.96 0.073 45.93 -90.27 868.0 472.0 396.0 N 71585 L3 2000-05-18T12:57:00 .X.
LEF 2000 5 17 19 28 0 2000-05-17T19:28:00Z 2000.3765330904675 283-91 372.3 0.073 45.93 -90.27 868.0 472.0 396.0 N 71586 L3 2000-06-01T13:29:00 ...
LEF 2000 5 17 19 28 0 2000-05-17T19:28:00Z 2000.3765330904675 284-91 372.55 0.073 45.93 -90.27 868.0 472.0 396.0 N 71587 L3 2000-06-01T13:42:00 ...
LEF 2000 5 24 15 10 0 2000-05-24T15:10:00Z 2000.395169247116 4751-91 372.27 0.073 45.93 -90.27 868.0 472.0 396.0 N 71588 L3 2000-06-01T13:55:00 .N.
LEF 2000 5 24 15 10 0 2000-05-24T15:10:00Z 2000.395169247116 4752-91 372.1 0.073 45.93 -90.27 868.0 472.0 396.0 N 71589 L3 2000-06-01T14:08:00 .N.
LEF 2000 6 14 15 36 0 2000-06-14T15:36:00Z 2000.4525956284153 4449-91 389.97 0.073 45.93 -90.27 868.0 472.0 396.0 N 71590 L3 2000-06-22T11:47:00 .X.
LEF 2000 6 14 15 36 0 2000-06-14T15:36:00Z 2000.4525956284153 4450-91 389.62 0.073 45.93 -90.27 868.0 472.0 396.0 N 71591 L3 2000-06-22T12:00:00 .X.
LEF 2000 6 21 18 0 0 2000-06-21T18:00:00Z 2000.4719945355191 821-91 362.95 0.073 45.93 -90.27 868.0 472.0 396.0 N 71592 L3 2000-07-06T13:01:00 -..
