site_code year month day hour minute second datetime time_decimal air_sample_container_id value value_unc latitude longitude altitude elevation intake_height method event_number instrument analysis_datetime qcflag
LEF 1994 11 29 20 20 0 1994-11-29T20:20:00Z 1994.911910197869 1241-91 -999.99 -999.999 45.93 -90.27 868.0 472.0 396.0 N 71062 S1 1994-12-21T08:40:00 *..
LEF 1994 11 29 20 20 0 1994-11-29T20:20:00Z 1994.911910197869 1242-91 -999.99 -999.999 45.93 -90.27 868.0 472.0 396.0 N 71063 S1 1994-12-21T08:42:00 *..
LEF 1994 12 6 18 53 0 1994-12-06T18:53:00Z 1994.9309227549468 1243-91 374.71 0.116 45.93 -90.27 868.0 472.0 396.0 N 71064 S1 1994-12-21T08:28:00 ...
LEF 1994 12 6 18 53 0 1994-12-06T18:53:00Z 1994.9309227549468 1244-91 374.96 0.116 45.93 -90.27 868.0 472.0 396.0 N 71065 S1 1994-12-21T08:30:00 ...
LEF 1994 12 14 17 49 0 1994-12-14T17:49:00Z 1994.9527187975648 1245-91 377.6 0.116 45.93 -90.27 868.0 472.0 396.0 N 71066 S1 1995-01-10T10:20:00 .N.
LEF 1994 12 14 17 49 0 1994-12-14T17:49:00Z 1994.9527187975648 1246-91 377.34 0.116 45.93 -90.27 868.0 472.0 396.0 N 71067 S1 1995-01-10T10:22:00 .N.
LEF 1994 12 21 19 26 0 1994-12-21T19:26:00Z 1994.972081430746 1247-91 373.85 0.116 45.93 -90.27 868.0 472.0 396.0 N 71068 S1 1995-01-10T10:16:00 ...
LEF 1994 12 21 19 26 0 1994-12-21T19:26:00Z 1994.972081430746 1248-91 373.71 0.116 45.93 -90.27 868.0 472.0 396.0 N 71069 S1 1995-01-10T10:18:00 ...
LEF 1994 12 29 16 12 0 1994-12-29T16:12:00Z 1994.9936301369862 249-91 374.78 0.116 45.93 -90.27 868.0 472.0 396.0 N 71070 S1 1995-01-27T09:24:00 .N.
LEF 1994 12 29 16 12 0 1994-12-29T16:12:00Z 1994.9936301369862 250-91 374.81 0.116 45.93 -90.27 868.0 472.0 396.0 N 71071 S1 1995-01-27T09:26:00 .N.
LEF 1995 1 5 16 29 0 1995-01-05T16:29:00Z 1995.0128405631658 699-91 378.45 0.116 45.93 -90.27 868.0 472.0 396.0 N 71072 S1 1995-01-27T08:12:00 -N.
LEF 1995 1 5 16 29 0 1995-01-05T16:29:00Z 1995.0128405631658 700-91 380.86 0.116 45.93 -90.27 868.0 472.0 396.0 N 71073 S1 1995-01-27T08:14:00 +N.
LEF 1995 1 11 18 5 0 1995-01-11T18:05:00Z 1995.0294615677321 297-91 374.84 0.116 45.93 -90.27 868.0 472.0 396.0 N 71074 S1 1995-01-27T08:56:00 -..
LEF 1995 1 11 18 5 0 1995-01-11T18:05:00Z 1995.0294615677321 298-91 375.63 0.116 45.93 -90.27 868.0 472.0 396.0 N 71075 S1 1995-01-27T08:58:00 +..
LEF 1995 1 19 16 12 0 1995-01-19T16:12:00Z 1995.0511643835616 1241-91 369.64 0.116 45.93 -90.27 868.0 472.0 396.0 N 71076 S1 1995-01-27T09:12:00 .N.
LEF 1995 1 19 16 12 0 1995-01-19T16:12:00Z 1995.0511643835616 1242-91 369.4 0.116 45.93 -90.27 868.0 472.0 396.0 N 71077 S1 1995-01-27T09:14:00 .N.
LEF 1995 1 26 17 32 0 1995-01-26T17:32:00Z 1995.0704946727549 493-91 366.64 0.116 45.93 -90.27 868.0 472.0 396.0 N 71078 S1 1995-02-16T15:24:00 .N.
LEF 1995 1 26 17 32 0 1995-01-26T17:32:00Z 1995.0704946727549 494-91 366.44 0.116 45.93 -90.27 868.0 472.0 396.0 N 71079 S1 1995-02-16T15:26:00 .N.
LEF 1995 1 31 17 49 0 1995-01-31T17:49:00Z 1995.0842256468798 669-91 366.8 0.116 45.93 -90.27 868.0 472.0 396.0 N 71080 S1 1995-02-24T10:16:00 .N.
LEF 1995 1 31 17 49 0 1995-01-31T17:49:00Z 1995.0842256468798 670-91 366.49 0.116 45.93 -90.27 868.0 472.0 396.0 N 71081 S1 1995-02-24T10:18:00 .N.
LEF 1995 2 9 15 43 0 1995-02-09T15:43:00Z 1995.108643455099 633-91 368.63 0.116 45.93 -90.27 868.0 472.0 396.0 N 71082 S1 1995-02-24T10:20:00 .N.
LEF 1995 2 15 15 53 0 1995-02-15T15:53:00Z 1995.1251008371385 589-91 374.25 0.116 45.93 -90.27 868.0 472.0 396.0 N 71083 S1 1995-03-03T09:12:00 .N.
LEF 1995 2 15 15 53 0 1995-02-15T15:53:00Z 1995.1251008371385 590-91 374.14 0.116 45.93 -90.27 868.0 472.0 396.0 N 71084 S1 1995-03-03T09:14:00 .N.
LEF 1995 2 23 16 40 0 1995-02-23T16:40:00Z 1995.147108066971 567-91 366.85 0.116 45.93 -90.27 868.0 472.0 396.0 N 71085 S1 1995-03-03T09:00:00 .N.
LEF 1995 2 23 16 40 0 1995-02-23T16:40:00Z 1995.147108066971 568-91 367.27 0.116 45.93 -90.27 868.0 472.0 396.0 N 71086 S1 1995-03-03T09:02:00 .N.
LEF 1995 3 2 18 2 0 1995-03-02T18:02:00Z 1995.1664421613393 229-91 371.09 0.116 45.93 -90.27 868.0 472.0 396.0 N 71087 S1 1995-03-15T10:16:00 ...
LEF 1995 3 2 18 2 0 1995-03-02T18:02:00Z 1995.1664421613393 230-91 370.72 0.116 45.93 -90.27 868.0 472.0 396.0 N 71088 S1 1995-03-15T10:18:00 ...
LEF 1995 3 8 15 48 0 1995-03-08T15:48:00Z 1995.1826255707763 723-91 375.54 0.116 45.93 -90.27 868.0 472.0 396.0 P 71089 S1 1995-03-15T10:28:00 +N.
LEF 1995 3 8 15 48 0 1995-03-08T15:48:00Z 1995.1826255707763 724-91 374.95 0.116 45.93 -90.27 868.0 472.0 396.0 P 71090 S1 1995-03-15T10:30:00 -N.
LEF 1995 3 16 15 17 0 1995-03-16T15:17:00Z 1995.2044843987824 169-91 370.3 0.116 45.93 -90.27 868.0 472.0 396.0 N 71091 S1 1995-04-10T10:32:00 .N.
LEF 1995 3 16 15 17 0 1995-03-16T15:17:00Z 1995.2044843987824 170-91 369.89 0.116 45.93 -90.27 868.0 472.0 396.0 N 71092 S1 1995-04-10T10:34:00 .N.
LEF 1995 3 23 19 12 0 1995-03-23T19:12:00Z 1995.224109589041 523-91 366.92 0.116 45.93 -90.27 868.0 472.0 396.0 N 71093 S1 1995-04-10T10:16:00 ...
LEF 1995 3 23 19 12 0 1995-03-23T19:12:00Z 1995.224109589041 524-91 366.84 0.116 45.93 -90.27 868.0 472.0 396.0 N 71094 S1 1995-04-10T10:18:00 ...
LEF 1995 3 29 17 8 0 1995-03-29T17:08:00Z 1995.2403120243532 1269-91 367.51 0.116 45.93 -90.27 868.0 472.0 396.0 N 71095 S1 1995-04-18T10:00:00 .N.
LEF 1995 3 29 17 8 0 1995-03-29T17:08:00Z 1995.2403120243532 1270-91 367.89 0.116 45.93 -90.27 868.0 472.0 396.0 N 71096 S1 1995-04-18T10:02:00 .N.
LEF 1995 4 5 16 36 0 1995-04-05T16:36:00Z 1995.2594292237443 503-91 368.19 0.116 45.93 -90.27 868.0 472.0 396.0 N 71097 S1 1995-05-03T10:30:00 .N.
LEF 1995 5 1 22 47 0 1995-05-01T22:47:00Z 1995.3313679604262 93-91 364.63 0.116 45.93 -90.27 868.0 472.0 396.0 N 71098 S1 1995-05-17T09:56:00 .N.
LEF 1995 5 1 22 47 0 1995-05-01T22:47:00Z 1995.3313679604262 94-91 364.64 0.116 45.93 -90.27 868.0 472.0 396.0 N 71099 S1 1995-05-17T09:58:00 .N.
LEF 1995 5 8 8 36 0 1995-05-08T08:36:00Z 1995.3489269406393 143-91 366.16 0.116 45.93 -90.27 868.0 472.0 396.0 N 71100 S1 1995-05-17T09:44:00 .N.
LEF 1995 5 8 8 36 0 1995-05-08T08:36:00Z 1995.3489269406393 144-91 366.12 0.116 45.93 -90.27 868.0 472.0 396.0 N 71101 S1 1995-05-17T09:46:00 .N.
LEF 1995 5 23 18 33 0 1995-05-23T18:33:00Z 1995.391158675799 635-91 360.12 0.116 45.93 -90.27 868.0 472.0 396.0 N 71102 S1 1995-06-12T09:28:00 ...
LEF 1995 5 23 18 33 0 1995-05-23T18:33:00Z 1995.391158675799 636-91 360.02 0.116 45.93 -90.27 868.0 472.0 396.0 N 71103 S1 1995-06-12T09:30:00 ...
LEF 1995 5 30 18 30 0 1995-05-30T18:30:00Z 1995.4103310502283 673-91 363.66 0.116 45.93 -90.27 868.0 472.0 396.0 N 71104 S1 1995-06-12T09:32:00 ...
LEF 1995 5 30 18 30 0 1995-05-30T18:30:00Z 1995.4103310502283 674-91 363.56 0.116 45.93 -90.27 868.0 472.0 396.0 N 71105 S1 1995-06-12T09:34:00 ...
LEF 1995 6 7 15 15 0 1995-06-07T15:15:00Z 1995.4318778538814 1275-91 364.0 0.116 45.93 -90.27 868.0 472.0 396.0 N 71106 S1 1995-06-22T10:24:00 .N.
LEF 1995 6 7 15 15 0 1995-06-07T15:15:00Z 1995.4318778538814 1276-91 364.03 0.116 45.93 -90.27 868.0 472.0 396.0 N 71107 S1 1995-06-22T10:26:00 .N.
LEF 1995 6 13 16 6 0 1995-06-13T16:06:00Z 1995.448413242009 105-91 355.99 0.116 45.93 -90.27 868.0 472.0 396.0 N 71108 S1 1995-06-28T08:40:00 .N.
LEF 1995 6 13 16 6 0 1995-06-13T16:06:00Z 1995.448413242009 106-91 355.83 0.116 45.93 -90.27 868.0 472.0 396.0 N 71109 S1 1995-06-28T08:42:00 .N.
LEF 1995 6 20 14 24 0 1995-06-20T14:24:00Z 1995.467397260274 479-91 351.96 0.116 45.93 -90.27 868.0 472.0 396.0 N 71110 S1 1995-07-12T08:20:00 .N.
LEF 1995 6 20 14 24 0 1995-06-20T14:24:00Z 1995.467397260274 480-91 352.01 0.116 45.93 -90.27 868.0 472.0 396.0 N 71111 S1 1995-07-12T08:22:00 .N.
LEF 1995 6 27 15 25 0 1995-06-27T15:25:00Z 1995.4866914003044 1255-91 361.8 0.116 45.93 -90.27 868.0 472.0 396.0 N 71112 S1 1995-07-12T08:16:00 .N.
LEF 1995 6 27 15 25 0 1995-06-27T15:25:00Z 1995.4866914003044 1256-91 361.84 0.116 45.93 -90.27 868.0 472.0 396.0 N 71113 S1 1995-07-12T08:18:00 .N.
LEF 1995 7 3 16 32 0 1995-07-03T16:32:00Z 1995.5032572298326 1245-91 348.26 0.116 45.93 -90.27 868.0 472.0 396.0 N 71114 S1 1995-08-02T09:56:00 .N.
LEF 1995 7 3 16 32 0 1995-07-03T16:32:00Z 1995.5032572298326 1246-91 348.48 0.116 45.93 -90.27 868.0 472.0 396.0 N 71115 S1 1995-08-02T09:58:00 .N.
LEF 1995 7 12 16 34 0 1995-07-12T16:34:00Z 1995.527918569254 701-91 347.76 0.116 45.93 -90.27 868.0 472.0 396.0 N 71116 S1 1995-07-28T08:44:00 -N.
LEF 1995 7 12 16 34 0 1995-07-12T16:34:00Z 1995.527918569254 702-91 360.14 0.116 45.93 -90.27 868.0 472.0 396.0 N 71117 S1 1995-07-28T08:46:00 +N.
LEF 1995 7 19 15 54 0 1995-07-19T15:54:00Z 1995.5470205479453 439-91 343.61 0.116 45.93 -90.27 868.0 472.0 396.0 N 71118 S1 1995-08-16T11:04:00 -N.
LEF 1995 7 19 15 54 0 1995-07-19T15:54:00Z 1995.5470205479453 440-91 344.63 0.116 45.93 -90.27 868.0 472.0 396.0 N 71119 S1 1995-08-16T11:06:00 +N.
LEF 1995 7 26 15 4 0 1995-07-26T15:04:00Z 1995.566103500761 85-91 353.06 0.116 45.93 -90.27 868.0 472.0 396.0 N 71120 S1 1995-08-16T11:00:00 .N.
LEF 1995 7 26 15 4 0 1995-07-26T15:04:00Z 1995.566103500761 86-91 353.11 0.116 45.93 -90.27 868.0 472.0 396.0 N 71121 S1 1995-08-16T11:02:00 .N.
LEF 1995 8 2 14 53 0 1995-08-02T14:53:00Z 1995.5852606544902 557-91 386.76 0.116 45.93 -90.27 868.0 472.0 396.0 N 71122 S1 1995-08-30T12:40:00 +N.
LEF 1995 8 2 14 53 0 1995-08-02T14:53:00Z 1995.5852606544902 558-91 377.48 0.116 45.93 -90.27 868.0 472.0 396.0 N 71123 S1 1995-08-30T12:42:00 -N.
LEF 1995 8 9 17 49 0 1995-08-09T17:49:00Z 1995.6047735920852 171-91 361.7 0.116 45.93 -90.27 868.0 472.0 396.0 N 71124 S1 1995-08-28T08:12:00 .N.
LEF 1995 8 9 17 49 0 1995-08-09T17:49:00Z 1995.6047735920852 172-91 361.95 0.116 45.93 -90.27 868.0 472.0 396.0 N 71125 S1 1995-08-28T08:14:00 .N.
LEF 1995 8 16 15 0 0 1995-08-16T15:00:00Z 1995.6236301369863 591-91 347.42 0.116 45.93 -90.27 868.0 472.0 396.0 N 71126 S1 1995-09-07T12:24:00 .N.
LEF 1995 8 16 15 0 0 1995-08-16T15:00:00Z 1995.6236301369863 592-91 347.35 0.116 45.93 -90.27 868.0 472.0 396.0 N 71127 S1 1995-09-07T12:26:00 .N.
LEF 1995 8 22 21 30 0 1995-08-22T21:30:00Z 1995.640810502283 307-91 340.46 0.116 45.93 -90.27 868.0 472.0 396.0 N 71128 S1 1995-09-07T12:12:00 .X.
LEF 1995 8 22 21 30 0 1995-08-22T21:30:00Z 1995.640810502283 308-91 340.5 0.116 45.93 -90.27 868.0 472.0 396.0 N 71129 S1 1995-09-07T12:14:00 .X.
LEF 1995 8 29 18 30 0 1995-08-29T18:30:00Z 1995.6596461187214 361-91 362.64 0.116 45.93 -90.27 868.0 472.0 396.0 N 71130 S1 1995-09-21T08:16:00 ...
LEF 1995 8 29 18 30 0 1995-08-29T18:30:00Z 1995.6596461187214 362-91 362.78 0.116 45.93 -90.27 868.0 472.0 396.0 N 71131 S1 1995-09-21T08:18:00 ...
LEF 1995 9 5 17 3 0 1995-09-05T17:03:00Z 1995.6786586757992 227-91 351.07 0.116 45.93 -90.27 868.0 472.0 396.0 N 71132 S1 1995-09-21T08:56:00 .N.
LEF 1995 9 5 17 3 0 1995-09-05T17:03:00Z 1995.6786586757992 228-91 350.88 0.116 45.93 -90.27 868.0 472.0 396.0 N 71133 S1 1995-09-21T08:58:00 .N.
LEF 1995 9 13 18 37 0 1995-09-13T18:37:00Z 1995.7007553272451 1337-91 358.05 0.116 45.93 -90.27 868.0 472.0 396.0 N 71134 S1 1995-10-10T10:32:00 ...
LEF 1995 9 13 18 37 0 1995-09-13T18:37:00Z 1995.7007553272451 1338-91 358.06 0.116 45.93 -90.27 868.0 472.0 396.0 N 71135 S1 1995-10-10T10:34:00 ...
LEF 1995 9 21 14 31 0 1995-09-21T14:31:00Z 1995.7222050989346 1339-91 355.03 0.116 45.93 -90.27 868.0 472.0 396.0 N 71136 S1 1995-10-10T10:48:00 .N.
LEF 1995 9 21 14 31 0 1995-09-21T14:31:00Z 1995.7222050989346 1340-91 355.06 0.116 45.93 -90.27 868.0 472.0 396.0 N 71137 S1 1995-10-10T10:50:00 .N.
LEF 1995 9 27 14 34 0 1995-09-27T14:34:00Z 1995.7386491628615 171-91 358.95 0.116 45.93 -90.27 868.0 472.0 396.0 N 71138 S1 1995-10-13T16:20:00 .N.
LEF 1995 9 27 14 34 0 1995-09-27T14:34:00Z 1995.7386491628615 172-91 358.85 0.116 45.93 -90.27 868.0 472.0 396.0 N 71139 S1 1995-10-13T16:22:00 .N.
LEF 1995 10 4 17 31 0 1995-10-04T17:31:00Z 1995.7581640030442 491-91 363.68 0.116 45.93 -90.27 868.0 472.0 396.0 N 71140 S1 1995-10-13T16:16:00 .N.
LEF 1995 10 4 17 31 0 1995-10-04T17:31:00Z 1995.7581640030442 492-91 363.73 0.116 45.93 -90.27 868.0 472.0 396.0 N 71141 S1 1995-10-13T16:18:00 .N.
LEF 1995 10 10 15 45 0 1995-10-10T15:45:00Z 1995.7744006849316 47-91 367.78 0.116 45.93 -90.27 868.0 472.0 396.0 N 71142 S1 1995-10-31T09:12:00 .N.
LEF 1995 10 10 15 45 0 1995-10-10T15:45:00Z 1995.7744006849316 48-91 367.93 0.116 45.93 -90.27 868.0 472.0 396.0 N 71143 S1 1995-10-31T09:14:00 .N.
LEF 1995 10 18 14 30 0 1995-10-18T14:30:00Z 1995.7961757990868 779-91 361.0 0.116 45.93 -90.27 868.0 472.0 396.0 N 71144 S1 1995-10-31T09:00:00 .N.
LEF 1995 10 18 14 30 0 1995-10-18T14:30:00Z 1995.7961757990868 780-91 361.0 0.116 45.93 -90.27 868.0 472.0 396.0 N 71145 S1 1995-10-31T09:02:00 .N.
LEF 1995 10 25 16 40 0 1995-10-25T16:40:00Z 1995.815601217656 1581-91 367.47 0.116 45.93 -90.27 868.0 472.0 396.0 N 71146 S1 1995-11-28T11:20:00 .N.
LEF 1995 10 25 16 40 0 1995-10-25T16:40:00Z 1995.815601217656 1582-91 367.33 0.116 45.93 -90.27 868.0 472.0 396.0 N 71147 S1 1995-11-28T11:22:00 .N.
LEF 1995 11 1 17 13 0 1995-11-01T17:13:00Z 1995.834842085236 1579-91 365.78 0.116 45.93 -90.27 868.0 472.0 396.0 N 71148 S1 1995-11-28T11:08:00 .N.
LEF 1995 11 1 17 13 0 1995-11-01T17:13:00Z 1995.834842085236 1580-91 365.73 0.116 45.93 -90.27 868.0 472.0 396.0 N 71149 S1 1995-11-28T11:10:00 .N.
LEF 1995 11 15 18 48 0 1995-11-15T18:48:00Z 1995.8733789954338 123-91 366.89 0.116 45.93 -90.27 868.0 472.0 396.0 N 71150 S1 1995-12-18T09:56:00 ...
LEF 1995 11 15 18 48 0 1995-11-15T18:48:00Z 1995.8733789954338 124-91 366.84 0.116 45.93 -90.27 868.0 472.0 396.0 N 71151 S1 1995-12-18T09:58:00 ...
LEF 1995 11 22 16 31 0 1995-11-22T16:31:00Z 1995.8922964231356 691-91 362.45 0.116 45.93 -90.27 868.0 472.0 396.0 N 71152 S1 1995-12-18T10:56:00 .N.
LEF 1995 11 22 16 31 0 1995-11-22T16:31:00Z 1995.8922964231356 692-91 362.43 0.116 45.93 -90.27 868.0 472.0 396.0 N 71153 S1 1995-12-18T10:58:00 .N.
LEF 1995 11 29 20 10 0 1995-11-29T20:10:00Z 1995.9118911719938 725-91 365.4 0.116 45.93 -90.27 868.0 472.0 396.0 N 71154 S1 1996-01-05T09:44:00 ...
LEF 1995 11 29 20 10 0 1995-11-29T20:10:00Z 1995.9118911719938 726-91 365.48 0.116 45.93 -90.27 868.0 472.0 396.0 N 71155 S1 1996-01-05T09:46:00 ...
LEF 1995 12 7 18 38 0 1995-12-07T18:38:00Z 1995.9336339421614 159-91 367.65 0.116 45.93 -90.27 868.0 472.0 396.0 N 71156 S1 1996-01-10T10:20:00 ...
LEF 1995 12 7 18 38 0 1995-12-07T18:38:00Z 1995.9336339421614 160-91 367.38 0.116 45.93 -90.27 868.0 472.0 396.0 N 71157 S1 1996-01-10T10:22:00 ...
LEF 1995 12 19 15 34 0 1995-12-19T15:34:00Z 1995.9661605783865 729-91 368.46 0.116 45.93 -90.27 868.0 472.0 396.0 N 71158 S1 1996-01-18T09:32:00 .N.
LEF 1995 12 19 15 34 0 1995-12-19T15:34:00Z 1995.9661605783865 730-91 368.57 0.116 45.93 -90.27 868.0 472.0 396.0 N 71159 S1 1996-01-18T09:34:00 .N.
LEF 1996 1 3 18 6 0 1996-01-03T18:06:00Z 1996.0075250455372 1431-91 366.63 0.116 45.93 -90.27 868.0 472.0 396.0 N 71160 S1 1996-01-18T08:52:00 ...
LEF 1996 1 3 18 6 0 1996-01-03T18:06:00Z 1996.0075250455372 1432-91 366.41 0.116 45.93 -90.27 868.0 472.0 396.0 N 71161 S1 1996-01-18T08:54:00 ...
LEF 1996 1 10 16 40 0 1996-01-10T16:40:00Z 1996.0264875531268 195-91 363.92 0.116 45.93 -90.27 868.0 472.0 396.0 N 71162 S1 1996-02-01T10:28:00 .N.
LEF 1996 1 10 16 40 0 1996-01-10T16:40:00Z 1996.0264875531268 196-91 363.75 0.116 45.93 -90.27 868.0 472.0 396.0 N 71163 S1 1996-02-01T10:30:00 .N.
LEF 1996 1 17 17 58 0 1996-01-17T17:58:00Z 1996.045761232544 71-91 373.21 0.116 45.93 -90.27 868.0 472.0 396.0 N 71164 S1 1996-02-01T10:36:00 .N.
LEF 1996 1 17 17 58 0 1996-01-17T17:58:00Z 1996.045761232544 72-91 373.09 0.116 45.93 -90.27 868.0 472.0 396.0 N 71165 S1 1996-02-01T10:38:00 .N.
LEF 1996 1 23 16 47 0 1996-01-23T16:47:00Z 1996.0620199605344 629-91 368.5 0.116 45.93 -90.27 868.0 472.0 396.0 N 71166 S1 1996-02-07T09:12:00 .N.
LEF 1996 1 23 16 47 0 1996-01-23T16:47:00Z 1996.0620199605344 630-91 368.41 0.116 45.93 -90.27 868.0 472.0 396.0 N 71167 S1 1996-02-07T09:14:00 .N.
LEF 1996 1 31 18 12 0 1996-01-31T18:12:00Z 1996.084039162113 571-91 373.33 0.116 45.93 -90.27 868.0 472.0 396.0 N 71168 S1 1996-02-07T09:24:00 ...
LEF 1996 1 31 18 12 0 1996-01-31T18:12:00Z 1996.084039162113 572-91 373.24 0.116 45.93 -90.27 868.0 472.0 396.0 N 71169 S1 1996-02-07T09:26:00 ...
LEF 1996 2 9 15 17 0 1996-02-09T15:17:00Z 1996.1082972829386 1801-91 368.77 0.116 45.93 -90.27 868.0 472.0 396.0 N 71170 S1 1996-03-05T09:52:00 .N.
LEF 1996 2 9 15 17 0 1996-02-09T15:17:00Z 1996.1082972829386 1802-91 368.73 0.116 45.93 -90.27 868.0 472.0 396.0 N 71171 S1 1996-03-05T09:54:00 .N.
LEF 1996 2 14 16 50 0 1996-02-14T16:50:00Z 1996.1221349423195 589-91 369.21 0.116 45.93 -90.27 868.0 472.0 396.0 N 71172 S1 1996-03-05T09:56:00 .N.
LEF 1996 2 14 16 50 0 1996-02-14T16:50:00Z 1996.1221349423195 590-91 369.18 0.116 45.93 -90.27 868.0 472.0 396.0 N 71173 S1 1996-03-05T09:58:00 .N.
LEF 1996 2 22 17 36 0 1996-02-22T17:36:00Z 1996.1440801457195 677-91 369.5 0.116 45.93 -90.27 868.0 472.0 396.0 N 71174 S1 1996-03-14T15:12:00 .N.
LEF 1996 2 22 17 36 0 1996-02-22T17:36:00Z 1996.1440801457195 678-91 369.41 0.116 45.93 -90.27 868.0 472.0 396.0 N 71175 S1 1996-03-14T15:14:00 .N.
LEF 1996 2 29 15 15 0 1996-02-29T15:15:00Z 1996.1629382969033 1411-91 366.75 0.116 45.93 -90.27 868.0 472.0 396.0 N 71176 S1 1996-03-14T15:48:00 .N.
LEF 1996 2 29 15 15 0 1996-02-29T15:15:00Z 1996.1629382969033 1412-91 366.74 0.116 45.93 -90.27 868.0 472.0 396.0 N 71177 S1 1996-03-14T15:50:00 .N.
LEF 1996 3 6 16 20 0 1996-03-06T16:20:00Z 1996.179455069824 1163-91 368.37 0.116 45.93 -90.27 868.0 472.0 396.0 N 71178 S1 1996-03-22T10:24:00 .N.
LEF 1996 3 6 16 20 0 1996-03-06T16:20:00Z 1996.179455069824 1164-91 368.13 0.116 45.93 -90.27 868.0 472.0 396.0 N 71179 S1 1996-03-22T10:26:00 .N.
LEF 1996 3 12 22 31 0 1996-03-12T22:31:00Z 1996.1965524438374 715-91 373.54 0.116 45.93 -90.27 868.0 472.0 396.0 N 71180 S1 1996-03-22T10:16:00 .N.
LEF 1996 3 12 22 31 0 1996-03-12T22:31:00Z 1996.1965524438374 716-91 373.55 0.116 45.93 -90.27 868.0 472.0 396.0 N 71181 S1 1996-03-22T10:18:00 .N.
LEF 1996 3 20 17 9 0 1996-03-20T17:09:00Z 1996.2177994080146 1311-91 367.23 0.116 45.93 -90.27 868.0 472.0 396.0 N 71182 S1 1996-04-08T14:32:00 .N.
LEF 1996 3 20 17 9 0 1996-03-20T17:09:00Z 1996.2177994080146 1312-91 367.19 0.116 45.93 -90.27 868.0 472.0 396.0 N 71183 S1 1996-04-08T14:34:00 .N.
LEF 1996 4 1 15 2 0 1996-04-01T15:02:00Z 1996.250345324833 569-91 369.29 0.116 45.93 -90.27 868.0 472.0 396.0 N 71184 S1 1996-04-08T14:36:00 .N.
LEF 1996 4 1 15 2 0 1996-04-01T15:02:00Z 1996.250345324833 570-91 369.2 0.116 45.93 -90.27 868.0 472.0 396.0 N 71185 S1 1996-04-08T14:38:00 .N.
LEF 1996 4 10 17 25 0 1996-04-10T17:25:00Z 1996.275206815422 1291-91 371.27 0.116 45.93 -90.27 868.0 472.0 396.0 N 71186 S1 1996-05-06T13:08:00 .N.
LEF 1996 4 10 17 25 0 1996-04-10T17:25:00Z 1996.275206815422 1292-91 371.24 0.116 45.93 -90.27 868.0 472.0 396.0 N 71187 S1 1996-05-06T13:10:00 .N.
LEF 1996 4 17 15 37 0 1996-04-17T15:37:00Z 1996.2941275804494 287-91 370.95 0.116 45.93 -90.27 868.0 472.0 396.0 N 71188 S1 1996-05-06T13:04:00 .N.
LEF 1996 4 17 15 37 0 1996-04-17T15:37:00Z 1996.2941275804494 288-91 370.9 0.116 45.93 -90.27 868.0 472.0 396.0 N 71189 S1 1996-05-06T13:06:00 .N.
LEF 1996 4 24 14 21 0 1996-04-24T14:21:00Z 1996.3131090619308 1905-91 369.57 0.116 45.93 -90.27 868.0 472.0 396.0 N 71190 S1 1996-05-14T13:32:00 .N.
LEF 1996 4 24 14 21 0 1996-04-24T14:21:00Z 1996.3131090619308 1906-91 369.49 0.116 45.93 -90.27 868.0 472.0 396.0 N 71191 S1 1996-05-14T13:34:00 .N.
LEF 1996 5 8 16 11 0 1996-05-08T16:11:00Z 1996.3515691408622 1901-91 368.44 0.116 45.93 -90.27 868.0 472.0 396.0 N 71192 S1 1996-05-14T13:36:00 +N.
LEF 1996 5 8 16 11 0 1996-05-08T16:11:00Z 1996.3515691408622 1902-91 367.91 0.116 45.93 -90.27 868.0 472.0 396.0 N 71193 S1 1996-05-14T13:38:00 -N.
LEF 1996 5 15 17 39 0 1996-05-15T17:39:00Z 1996.3708617941713 821-91 372.39 0.116 45.93 -90.27 868.0 472.0 396.0 N 71194 S1 1996-06-06T10:56:00 .N.
LEF 1996 5 15 17 39 0 1996-05-15T17:39:00Z 1996.3708617941713 822-91 372.5 0.116 45.93 -90.27 868.0 472.0 396.0 N 71195 S1 1996-06-06T10:58:00 .N.
LEF 1996 5 22 15 6 0 1996-05-22T15:06:00Z 1996.3896971766849 1813-91 369.5 0.116 45.93 -90.27 868.0 472.0 396.0 N 71196 S1 1996-06-06T10:52:00 .N.
LEF 1996 5 22 15 6 0 1996-05-22T15:06:00Z 1996.3896971766849 1814-91 369.62 0.116 45.93 -90.27 868.0 472.0 396.0 N 71197 S1 1996-06-06T10:54:00 .N.
LEF 1996 5 28 15 47 0 1996-05-28T15:47:00Z 1996.4061684122648 1113-91 365.28 0.116 45.93 -90.27 868.0 472.0 396.0 N 71198 S1 1996-06-12T11:00:00 .N.
LEF 1996 5 28 15 47 0 1996-05-28T15:47:00Z 1996.4061684122648 1114-91 365.22 0.116 45.93 -90.27 868.0 472.0 396.0 N 71199 S1 1996-06-12T11:02:00 .N.
LEF 1996 6 4 17 11 0 1996-06-04T17:11:00Z 1996.425453476017 1137-91 363.28 0.116 45.93 -90.27 868.0 472.0 396.0 N 71200 S1 1996-06-12T11:04:00 .N.
LEF 1996 6 4 17 11 0 1996-06-04T17:11:00Z 1996.425453476017 1138-91 363.2 0.116 45.93 -90.27 868.0 472.0 396.0 N 71201 S1 1996-06-12T11:06:00 .N.
